Usuario,Nombre,Fecha,Texto,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes,Videos,GIFs,Tipo,Puntaje,Puntaje_v3
@info7mty,INFO7,"Jun 21, 2024 · 4:05 AM UTC",a pesar de degradarse la influencia de la tormenta tropical alberto persiste en méxico mientras otro sistema avanza por el golfo con potencial ciclónico,30,5,0,0,https://twitter.com/info7mty/status/1804002613890838592#m,,,,inundación,-0.2278981581330299,-1.2228277530521154
@info7mty,INFO7,"Jun 21, 2024 · 2:36 AM UTC",impresionante capta dron como luce el parque ecológico la huasteca tras las lluvias que ha dejado alberto en nuevo león,127,21,3,0,https://twitter.com/info7mty/status/1803980296469017004#m,,['https://video.twimg.com/ext_tw_video/1803980241544564736/pu/pl/7zZhuJNdupckA9MJ.m3u8?tag=12'],,lluvia,1.7123641760554165,-1.3941156938672066
@info7mty,INFO7,"Jun 21, 2024 · 2:19 AM UTC",elementos de la fuerza civil evacuaron a once residentes de la colonia alianza en monterrey debido a las afectaciones de la tormenta tropical alberto,2,0,0,0,https://twitter.com/info7mty/status/1803976063027937456#m,,,,eléctrico,-0.7414667010307312,-1.307232841849327
@info7mty,INFO7,"Jun 21, 2024 · 1:56 AM UTC",tras las lluvias por la tormenta tropical alberto el gobernador manolo jiménez salinas informó que no hubo incidentes graves en coahuila,4,0,0,0,https://twitter.com/info7mty/status/1803970111205704051#m,,,,lluvia,-0.3223280310630798,-1.4141212068498135
@info7mty,INFO7,"Jun 21, 2024 · 1:50 AM UTC",un helicóptero de protección civil de nuevo león acudió al rescate de tres personas atrapadas en su hogar en montemorelos en grave peligro debido a la crecida del río ramos provocada por la tormenta alberto,35,3,0,0,https://twitter.com/info7mty/status/1803968749575254084#m,,['https://video.twimg.com/ext_tw_video/1803968696605417472/pu/pl/P8SaGb2uiQqmRvPs.m3u8?tag=12'],,no se relaciona,-0.3578120321035385,-1.363892002031207
@info7mty,INFO7,"Jun 21, 2024 · 12:58 AM UTC",en medio de la tormenta alberto algunos regiomontanos decidieron tomar fotos y videos al río santa catarina para el recuerdo,20,4,7,1,https://twitter.com/info7mty/status/1803955557247652111#m,"['https://pbs.twimg.com/media/GQjv8UVW8AA03Hc.jpg', 'https://pbs.twimg.com/media/GQjv-WkWkAADXcb.jpg', 'https://pbs.twimg.com/media/GQjwA3oWIAAd08l.jpg']",,,no se relaciona,0.0320314615964889,-1.2574847377836704
@info7mty,INFO7,"Jun 21, 2024 · 12:53 AM UTC",en medio de la tormenta alberto algunos regiomontanos decidieron tomar fotos y videos al río santa catarina para el recuerdo,161,22,77,19,https://twitter.com/info7mty/status/1803954381483573437#m,,['https://video.twimg.com/ext_tw_video/1803954266492604416/pu/pl/L_yy2jZTqCWcmyvc.m3u8?tag=12'],,no se relaciona,0.0320314615964889,-1.2574847377836704
@info7mty,INFO7,"Jun 21, 2024 · 12:20 AM UTC",nuevo león inicia evaluación de daños por las lluvias de la tormenta alberto enfocándose en reparar carriles afectados en avenidas importantes de monterrey,4,0,1,0,https://twitter.com/info7mty/status/1803946149650317327#m,,,,lluvia,0.7081985399127007,-1.3176490222103894
@info7mty,INFO7,"Jun 20, 2024 · 10:46 PM UTC",tres tramos distintos de avenida constitución sufrieron daños por las lluvias de la depresión tropical alberto,86,15,0,0,https://twitter.com/info7mty/status/1803922394454663649#m,,['https://video.twimg.com/ext_tw_video/1803922290817536000/pu/pl/FWcccv1uFe7-4Gl-.m3u8?tag=12'],,lluvia,-1.1755141410976648,-1.4082039780914783
@info7mty,INFO7,"Jun 20, 2024 · 10:23 PM UTC",las lluvias de la tormenta tropical alberto trajeron consigo escurrimientos que a toda velocidad pasaron por la parte baja de la casa del tec que este sábado será rifada,2,0,0,0,https://twitter.com/info7mty/status/1803916549423817143#m,,,,lluvia,-1.0627682209014893,-1.3349419124424458
@info7mty,INFO7,"Jun 20, 2024 · 10:23 PM UTC",los escurrimientos causados por las intensas lluvias están invadiendo las avenidas en varios puntos generando dificultades en la movilidad de automovilistas,6,0,1,0,https://twitter.com/info7mty/status/1803916540942643500#m,,,,lluvia,-1.0154217164963484,-1.500898364931345
@info7mty,INFO7,"Jun 20, 2024 · 9:59 PM UTC",el gobernador samuel garcía anunció que ante la apertura de las compuertas de la presa la boca toda el agua que salga llegará a la presa el cuchillo,14,3,5,0,https://twitter.com/info7mty/status/1803910536431538403#m,,,,lluvia,-1.3068633452057838,-1.026627540588379
@info7mty,INFO7,"Jun 20, 2024 · 9:10 PM UTC",durante la tarde de este jueves se realizó la apertura de las compuertas de la presa la boca ante la importante captación por las lluvias de alberto,26,4,1,1,https://twitter.com/info7mty/status/1803898295045267713#m,,['https://video.twimg.com/ext_tw_video/1803887988188807168/pu/pl/mtokoJE0AJ5bizmx.m3u8?tag=12'],,lluvia,-0.0894809067249298,-1.3656030064448714
@info7mty,INFO7,"Jun 20, 2024 · 8:10 PM UTC",el primer ciclón de la temporada del atlántico alberto se degradó de tormenta a depresión tropical pero aún dejará lluvias torrenciales en la región,3,0,0,0,https://twitter.com/info7mty/status/1803883210595590550#m,,,,lluvia,0.0311129689216613,-1.3456943854689598
@info7mty,INFO7,"Jun 20, 2024 · 7:41 PM UTC",la tormenta tropical alberto ha tenido un fuerte impacto en el estado de nuevo león dejando a usuarios sin electricidad según reportes de la cfe,10,5,0,0,https://twitter.com/info7mty/status/1803875773591244847#m,,,,eléctrico,-1.020024523139,-1.2158890889957548
@info7mty,INFO7,"Jun 20, 2024 · 7:34 PM UTC",la comisión nacional del agua presentó hoy sus proyectos prioritarios y dos de ellos son especialmente relevantes para nuevo león el acueducto el cuchillo ii y la presa la libertad,7,1,1,0,https://twitter.com/info7mty/status/1803874154170450404#m,,,,no se relaciona,1.0827766172587872,-0.9723638966679573
@info7mty,INFO7,"Jun 20, 2024 · 6:49 PM UTC",la mañana de este jueves parte de la barda de la escuela primaria daniel urencio ramírez ubicada en la colonia satélite al sur de monterrey cedió debido a una severa filtración de agua,9,1,0,1,https://twitter.com/info7mty/status/1803862777175642280#m,,,,eléctrico,-1.1149158775806427,-1.0013224482536316
@info7mty,INFO7,"Jun 20, 2024 · 6:30 PM UTC",deslave en av constitución y av venustiano carranza protección civil está respondiendo al reporte de deslave en el carril express se recomienda a los ciudadanos evitar circular por la zona y tomar precauciones,46,9,1,1,https://twitter.com/info7mty/status/1803857990967087546#m,,['https://video.twimg.com/ext_tw_video/1803857951746064384/pu/pl/0Bf664mCvYpG4ev2.m3u8?tag=12'],,inundación,-0.7449913173913956,-1.0342728644609451
@ABCNoticiasMX,ABCNoticias.mx,"Jun 19, 2024 · 12:49 AM UTC",ante los pronósticos de fuertes lluvias en nuevo león comparte con abc noticias cualquier situación de riesgo o afectaciones,9,2,0,0,https://twitter.com/ABCNoticiasMX/status/1803228632443138465#m,['https://pbs.twimg.com/media/GQZa4PLXkAAROuv.jpg'],,,lluvia,0.5755554065108299,-1.4114577770233154
@ABCNoticiasMX,ABCNoticias.mx,"Jun 21, 2024 · 5:27 AM UTC",entérate tormenta alberto los tacos jeep le pichan la cena a elementos de protección civil de nl la invitación a cenar se extendió también a policías bomberos y demás autoridades que trabajaron durante la tormenta alberto por nl,27,3,1,0,https://twitter.com/ABCNoticiasMX/status/1804023373992743132#m,,,,eléctrico,-1.0986850336194038,-1.2894326969981194
@ABCNoticiasMX,ABCNoticias.mx,"Jun 21, 2024 · 4:29 AM UTC",así aumentó el nivel de las presas tras lluvias de alberto en nuevo león actualización presa libertad ha captado el de su totalidad,87,26,1,3,https://twitter.com/ABCNoticiasMX/status/1804008762920845622#m,['https://pbs.twimg.com/media/GQkdzK2XsAAj3_h.jpg'],,,lluvia,0.0347545146942138,-1.4205792620778084
@ABCNoticiasMX,ABCNoticias.mx,"Jun 21, 2024 · 12:33 AM UTC",atención corriente del río ramos arrastra al restaurante las comadres durante tormenta alberto en nl a través de un comunicado en redes las comadres dijeron que lo material es reemplazable,16,2,0,0,https://twitter.com/ABCNoticiasMX/status/1803949349849739464#m,,,,inundación,-1.013118989765644,-1.2464764043688774
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 11:31 PM UTC",el río santa catarina lleva más fuerza esta tarde tras dos días de fuertes lluvias por alberto,63,7,2,0,https://twitter.com/ABCNoticiasMX/status/1803933682576568554#m,,['https://video.twimg.com/ext_tw_video/1803933622484824064/pu/pl/_gbG7jZ9s2RH88kl.m3u8?tag=12'],,lluvia,-0.1588118970394134,-1.3805101234465837
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 10:00 PM UTC",la cola de caballo en santiago nuevo león se desbordó durante la tarde de hoy por los efectos de las lluvias de alberto los escalones que llevan al punto turístico tienen considerables escurrimientos un trabajador del sitio captó el panorama en el sur del estado,9397,2102,132,88,https://twitter.com/ABCNoticiasMX/status/1803910827898294680#m,,['https://video.twimg.com/ext_tw_video/1803910681508356096/pu/pl/08ZY99QMIp97XCMt.m3u8?tag=12'],,inundación,-0.5018894374370575,-1.393358463421464
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 9:33 PM UTC",entérate sorteos tec adecuará casa inundada por tormenta alberto rifa sigue en pie este fue el comunicado de sorteos tec,5,2,0,0,https://twitter.com/ABCNoticiasMX/status/1803903905572508034#m,,,,inundación,-0.3506533950567245,-1.2922673672437668
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 8:39 PM UTC",así aumentó el nivel de las presas en tan solo horas de lluvias por alberto,50,8,10,5,https://twitter.com/ABCNoticiasMX/status/1803890397258592614#m,['https://pbs.twimg.com/media/GQi0wRFXIAAQVPf.jpg'],,,lluvia,-0.0622189193964004,-1.4119588565081358
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 8:02 PM UTC",entérate estado pide a ciudadanía no beber agua turbia que pudiera salir en sus hogares el director de agua y drenaje de monterrey juan ignacio barragán sugirió usar esa agua para labores cotidianas,14,3,4,2,https://twitter.com/ABCNoticiasMX/status/1803881166220808265#m,,,,no se relaciona,-1.4303263053297997,-1.072257786989212
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 7:51 PM UTC",al corte de las pm así va el nivel actual de las presas en nuevo león tras las fuertes lluvias que ocasionó alberto fuente dr luis carlos alatorre director general del organismo de cuenca rio bravo de la conagua,49,16,10,4,https://twitter.com/ABCNoticiasMX/status/1803878338974581057#m,['https://pbs.twimg.com/media/GQipyP8WAAAj5hk.jpg'],,,lluvia,0.51915442943573,-1.237756847590208
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 7:33 PM UTC",luego de horas de espera las autoridades del gobierno del estado y la comisión nacional del agua abrieron las compuertas de la presa la boca en el municipio de santiago samuel garcía,784,141,14,2,https://twitter.com/ABCNoticiasMX/status/1803873859361223114#m,,['https://video.twimg.com/ext_tw_video/1803873063005507584/pu/pl/_x53AA2tmO4jPT75.m3u8?tag=12'],,eléctrico,-0.5409208536148071,-1.065403938293457
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 6:52 PM UTC",atención vienen más lluvias la siguiente semana asegura samuel garcía el gobernador refirió que aún se desconoce el potencial que traerá este nuevo disturbio,30,6,3,0,https://twitter.com/ABCNoticiasMX/status/1803863425522487308#m,,,,lluvia,-1.0140741653740406,-1.4160737749189138
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 6:30 PM UTC",una parte del carril express de la avenida constitución y venustiano carranza se desgajó esto por los fuertes niveles de agua que se mantienen en el río santa catarina luis mendoza abcnoticias,29,5,0,1,https://twitter.com/ABCNoticiasMX/status/1803857894733156739#m,"['https://pbs.twimg.com/media/GQiXMUjWwAAuwfu.jpg', 'https://pbs.twimg.com/media/GQiXMU0WoAAW_pb.jpg', 'https://pbs.twimg.com/media/GQiXMUlW0AAC_ks.jpg', 'https://pbs.twimg.com/media/GQiXMUjWgAAnD6w.jpg']",,,inundación,-0.8942751996219158,-1.0237482637166977
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 6:10 PM UTC",colapsa carretera monterrey saltillo tras fuertes lluvias y deslaves por alberto,40,12,2,0,https://twitter.com/ABCNoticiasMX/status/1803852860599472569#m,,['https://video.twimg.com/ext_tw_video/1803851402537582592/pu/pl/sc8fqFAlTQgrjcJw.m3u8?tag=12'],,inundación,-1.5684023601934314,-1.3777947966009378
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 5:13 PM UTC",el gobernador de nuevo león samuel garcía alertó la mañana de este jueves de junio que se registrará lluvia extrema en la entidad fue mediante su cuenta de facebook donde garcía sepúlveda pidió a la ciudadanía resguardarse en sus casas,9,0,0,0,https://twitter.com/ABCNoticiasMX/status/1803838710343176391#m,['https://pbs.twimg.com/media/GQiFu27WwAAssc4.jpg'],,,lluvia,-1.310903448611498,-1.3853458669036627
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 4:57 PM UTC",así se veciénega de gonzález en la sierra de santiago nuevo león tras el paso de la tormenta tropical alberto,23,2,0,0,https://twitter.com/ABCNoticiasMX/status/1803834555662520370#m,,['https://video.twimg.com/ext_tw_video/1803827697392513024/pu/pl/pwiPbQrjn3WA4xTk.m3u8?tag=12'],,inundación,0.5875927060842514,-1.24881605617702
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 4:52 PM UTC",últimahora camiones reanudarán servicio pese a fuertes lluvias en monterrey autoridades de gobierno dieron hora de reinicio pero señalaron que habrá ciertas limitaciones dadas las condiciones lluviosas,9,1,4,0,https://twitter.com/ABCNoticiasMX/status/1803833299527254070#m,,,,lluvia,-1.0526714101433754,-1.421054944396019
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 3:55 PM UTC",almomento alberto se debilita a depresión tropical tras tocar tierra en méxico las autoridades en nuevo león informan que las lluvias intensas continuarán este jueves,7,1,0,0,https://twitter.com/ABCNoticiasMX/status/1803819038151156137#m,,,,lluvia,-1.046186275780201,-1.3758110236376524
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 3:46 PM UTC",últimahora no es una broma paul mccartney anuncia concierto en monterrey el anuncio causó sorpresa entre la ciudadanía que vive días complejos por la tormenta tropical alberto,12,1,0,0,https://twitter.com/ABCNoticiasMX/status/1803816730386399576#m,,,,inundación,-0.5141441076993942,-1.3360947966575623
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 3:40 PM UTC",las lluvias enviadas a nuevo león por la tormenta tropical alberto hicieron respirar a la presa la boca en santiago y se espera que entre las am y pm se abran las compuertas samuel garcía,29,5,8,1,https://twitter.com/ABCNoticiasMX/status/1803815218587251076#m,,['https://video.twimg.com/ext_tw_video/1803815117370413056/pu/pl/h00i_HG7G9XJPorI.m3u8?tag=12'],,lluvia,-0.6696169078350067,-1.3042847840115428
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 3:34 PM UTC",atención buscan cuerpo arrastrado por la corriente del río santa catarina en cadereyta el embalse lleva una cantidad de agua importante además de una corriente intensa producto de las lluvias de la tormenta alberto,3,1,0,0,https://twitter.com/ABCNoticiasMX/status/1803813702178627850#m,,,,inundación,0.3077995032072067,-1.3209357298910618
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 2:58 PM UTC",las lluvias enviadas a nuevo león por los efectos de la tormenta tropical alberto hicieron respirar a la presa la boca en santiago que amaneció a poco más de la mitad de su capacidad félix arratia facebook,126,10,3,3,https://twitter.com/ABCNoticiasMX/status/1803804746718773402#m,"['https://pbs.twimg.com/media/GQhm0tPXAAANPW0.jpg', 'https://pbs.twimg.com/media/GQhm0tiXIAAW-Yz.jpg', 'https://pbs.twimg.com/media/GQhm0tQXEAAIXP8.jpg']",,,lluvia,-1.436090961098671,-1.3322847122326493
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 2:47 PM UTC",atención respira la boca presa amanece a un por ciento de su capacidad el embalse ubicado en santiago nuevo león se ha beneficiado de manera importante gracias a la tormenta alberto y se espera que siga creciendo,30,4,0,0,https://twitter.com/ABCNoticiasMX/status/1803801797569528138#m,,,,no se relaciona,-0.8291521072387695,-1.234963033348322
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 2:37 PM UTC",al corte de las de la mañana así luce el río santa catarina tras el paso de la tormenta alberto en nuevo león lorenzo gonzález berchelman,1263,208,3,5,https://twitter.com/ABCNoticiasMX/status/1803799307243466853#m,,['https://video.twimg.com/ext_tw_video/1803799266382454784/pu/pl/sw3RBgGTzEUUe1Fg.m3u8?tag=12'],,inundación,0.8640045374631882,-1.1671168421395124
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 2:28 PM UTC",entérate cuál es el acumulado de lluvias en nuevo león tras paso de la tormenta alberto las lluvias intensas se reportaron en la entidad desde ayer miércoles de junio,3,0,0,0,https://twitter.com/ABCNoticiasMX/status/1803797152839106595#m,,,,lluvia,-1.039690725505352,-1.3396257301792502
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 2:16 PM UTC",las fuertes lluvias derivadas de la tormenta tropical alberto provocaron el desbordamiento del río santa catarina y el cierre de la avenida morones prieto a la altura del multimodal dalia manriquez abcnoticias,21,3,0,0,https://twitter.com/ABCNoticiasMX/status/1803794029039022493#m,"['https://pbs.twimg.com/media/GQhdEMJW4AAK1Fk.jpg', 'https://pbs.twimg.com/media/GQhdFoVXIAErS62.jpg', 'https://pbs.twimg.com/media/GQhdFoWW4AA370C.jpg', 'https://pbs.twimg.com/media/GQhdG2GXMAEbBC5.jpg']",,,inundación,-1.1250269934535029,-1.338346247561276
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 1:58 PM UTC",atención tormenta tropical alberto san pedro se encuentra en alerta roja el municipio implementó un refugio temporal como parte del plan de contingencia,3,1,0,0,https://twitter.com/ABCNoticiasMX/status/1803789447726612534#m,,,,no se relaciona,-0.121014192700386,-1.2816165052354336
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 1:41 PM UTC",entérate golpea tormenta alberto a nuevo león el paso de la tormenta causó inundación en avenidas de la metrópoli y la muerte de tres menores de edad entre más daños,4,0,0,0,https://twitter.com/ABCNoticiasMX/status/1803785196891713603#m,,,,inundación,-1.0584119483828545,-1.4957284554839134
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 1:22 PM UTC",los vecinos de la colonia el escorial tuvieron que ser desalojados de sus viviendas debido a los daños e inundaciones que se registran en el municipio de santa catarina redes sociales,3,0,0,0,https://twitter.com/ABCNoticiasMX/status/1803780519110283695#m,"['https://pbs.twimg.com/media/GQhQzKLXgAAIszb.jpg', 'https://pbs.twimg.com/media/GQhQ0W0XQAI1wOl.jpg', 'https://pbs.twimg.com/media/GQhQ0W0XQAE1p1B.jpg', 'https://pbs.twimg.com/media/GQhQ0WzWIAEflbS.jpg']",,,inundación,-0.7486598342657089,-1.4216424319893122
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 1:18 PM UTC",los vecinos de la colonia el escorial tuvieron que ser desalojados de sus viviendas debido a los daños e inundaciones que se registran en el municipio de santa catarina redes sociales,76,23,4,1,https://twitter.com/ABCNoticiasMX/status/1803779352166871229#m,,['https://video.twimg.com/ext_tw_video/1803779277722103809/pu/pl/2tOSWXpDG-J5wy_Z.m3u8?tag=12'],,inundación,-0.7486598342657089,-1.4216424319893122
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 1:00 PM UTC",almomento estos son los cierres por inundación en nuevo león tras fuertes lluvias elementos de protección civil de monterrey tránsito y policía continúan con los recorridos,18,4,0,1,https://twitter.com/ABCNoticiasMX/status/1803774988333252826#m,,,,inundación,0.5061618536710739,-1.5422410741448402
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 12:42 PM UTC",atención tormenta alberto muere hombre tras sufrir descarga en el carmen suman fallecidos en nl las lluvias intensas continuarán durante este jueves en la entidad,7,2,0,0,https://twitter.com/ABCNoticiasMX/status/1803770485836046473#m,,,,lluvia,-1.2881234623491764,-1.3257672227919102
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 12:30 PM UTC",elclimaenmonterrey se esperan fuertes lluvias este jueves en monterrey nl por la tormenta alberto la temperatura máxima llegará a los grados,1,0,0,0,https://twitter.com/ABCNoticiasMX/status/1803767344759484918#m,['https://pbs.twimg.com/media/GQhE1e5XAAA0nEq.jpg'],,,lluvia,-0.9930930286645888,-1.310585130006075
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 12:16 PM UTC",esta mañana se desbordó el río santa catarina debido a las intensas lluvias de la noche del miércoles y madrugada del jueves hasta el momento se mantiene el cierre vial en avenida morones prieto a la altura del multimodal protección civil monterrey,424,62,3,0,https://twitter.com/ABCNoticiasMX/status/1803763959792628067#m,,['https://video.twimg.com/ext_tw_video/1803763922706526209/pu/pl/GynvX-jpk1-Q-ERx.m3u8?tag=12'],,inundación,-1.0193946361541748,-1.3833454232662916
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 12:07 PM UTC",buenos días nuestra portada hoy pega alberto vuelve agua al santa catarina tormenta alberto ha dejado muertos en nuevo león sin metro en nuevo león hasta las pm desvían vuelos,5,1,0,1,https://twitter.com/ABCNoticiasMX/status/1803761474839498933#m,['https://pbs.twimg.com/media/GQg_gEgW8AAImkj.jpg'],,,inundación,-0.9746802523732184,-1.5638982765376568
@juliaalopez8,July Lo 🐯⚽️🏆,"Jun 21, 2024 · 4:27 AM UTC",tenemos agua a cambio de un carril express de ave constitución,25,1,1,0,https://twitter.com/juliaalopez8/status/1804008302738546811#m,['https://pbs.twimg.com/media/GQkf_eUXwAADbAj.jpg'],,,inundación,0.5865878835320473,-1.0359537154436111
@cesarmty,César Cepeda,"Jun 21, 2024 · 3:55 AM UTC",ultimahora una familia que estaba atrapada en su vivienda dentro del cañón de la huasteca en santa catarina con riesgo de inundación por las lluvias de alberto fue rescatada por elementos de fuerzacivilnl con el helicóptero blackhawk nuevoleon,135,28,8,3,https://twitter.com/cesarmty/status/1804000192766616026#m,,['https://video.twimg.com/ext_tw_video/1803999497535488001/pu/pl/YpXFzWB7u327PEJL.m3u8?tag=12'],,inundación,0.2031721770763397,-1.5071786865592003
@AsiEsMonterrey,Así Es Monterrey,"Jun 21, 2024 · 3:27 AM UTC",si notas que en la parte donde va el agua no hay árboles escombro ni basura,7,0,1,0,https://twitter.com/AsiEsMonterrey/status/1803992991352123793#m,,,,no se relaciona,-0.7915064953267574,-1.1613295942544937
@telediariomty,@telediariomty,"Jun 21, 2024 · 12:11 AM UTC",abimael salas jefe de meteorología habla sobre las probabilidades de lluvia en las próximas horas telediarionocturno con luiscarlosortiz y sandragonzalezc,99,12,5,0,https://twitter.com/telediariomty/status/1803943817542013254#m,,['https://video.twimg.com/amplify_video/1803943629788188672/pl/5bQoBjks6baEqG6l.m3u8?tag=14'],,lluvia,0.4554291069507599,-1.3792027002200484
@elnorte,EL NORTE,"Jun 20, 2024 · 11:49 PM UTC",entérate recibe la presa el cuchillo los primeros escurrimientos de la tormenta alberto de acuerdo a pobladores grandes volúmenes de agua están ingresando,818,109,6,5,https://twitter.com/elnorte/status/1803938283958816983#m,,['https://video.twimg.com/ext_tw_video/1803937064599044097/pu/pl/SaDgrqi3R6z-hCx1.m3u8?tag=12'],,inundación,-0.7993039414286613,-1.2792419902980328
@sonia_coronado,Sonia Coronado,"Jun 20, 2024 · 6:55 PM UTC",aplauso a las cuadrillas de cfecontigo cfemx que en plena tormenta está haciendo lo posible para restablecer la luz,341,46,11,1,https://twitter.com/sonia_coronado/status/1803864281454100959#m,,['https://video.twimg.com/ext_tw_video/1803864228249387008/pu/pl/Al-n2qU4htASz24r.m3u8?tag=12'],,eléctrico,0.7141337990760803,-1.2296407986432314
@cesarmty,César Cepeda,"Jun 20, 2024 · 11:49 PM UTC",importante esta es una gran noticia para todos los que vivimos en nuevo león monterrey tormenta alberto,542,103,29,4,https://twitter.com/cesarmty/status/1803938169429069962#m,,['https://video.twimg.com/ext_tw_video/1803937893947179009/pu/pl/qWmmFVWlEI4hyrsA.m3u8?tag=12'],,inundación,1.6273618186824024,-1.2037076763808727
@elnortelocal,elnortelocal,"Jun 20, 2024 · 9:32 PM UTC",local conagua inicia con desfogue del embalse para liberar espacio en la presa la boca para que capte más escurrimientos de la tormenta alberto más información en,521,62,6,0,https://twitter.com/elnortelocal/status/1803903688466932173#m,,['https://video.twimg.com/ext_tw_video/1803903624625389568/pu/pl/aZfnxM5AbfmsmKER.m3u8?tag=12'],,no se relaciona,0.0125597268342971,-1.264309473335743
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 20, 2024 · 9:39 PM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,1787,231,85,19,https://twitter.com/LCAlatorre/status/1803905509847671128#m,['https://pbs.twimg.com/media/GQjCf8FXIAAzruy.jpg'],,,lluvia,-0.7550448253750801,-1.4006149005144835
@cesarmty,César Cepeda,"Jun 20, 2024 · 8:50 PM UTC",importante el tecdemonterrey asegura que hará las adecuaciones necesarias para entregar la casa del tec que sufrió inundaciones por las lluvias de alberto en excelente estado a su ganador nuevoleon monterrey santacatarina,36,16,19,2,https://twitter.com/cesarmty/status/1803893154698899705#m,['https://pbs.twimg.com/media/GQi2td_XgAAmRxo.jpg'],,,inundación,1.2467770790681243,-1.3309389799833298
@elnorte,EL NORTE,"Jun 20, 2024 · 7:53 PM UTC",parte de la estructura exterior de la tienda soriana la estanzuela en el sur de la ciudad se vino abajo por la lluvia y fuertes vientos que se registraron con el paso de la tormenta tropical alberto,422,81,9,4,https://twitter.com/elnorte/status/1803878863987941845#m,,['https://video.twimg.com/ext_tw_video/1803878819159236608/pu/pl/HLsYXhVv4QRM2EDk.m3u8?tag=12'],,lluvia,-0.9451098572462796,-1.257335126399994
@cesarmty,César Cepeda,"Jun 20, 2024 · 8:46 PM UTC",importante así luce este edificio de departamentos ubicado en el centro de monterrey en la calle héroes del y washington con daños por el paso de la tormenta tropical alberto que impactó a nuevo león cc pcnuevoleon pcmty,104,35,18,8,https://twitter.com/cesarmty/status/1803892250411438170#m,['https://pbs.twimg.com/media/GQi1yxsWIAAE_jZ.jpg'],,,eléctrico,0.8437401056289673,-1.3020101664587855
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 6:09 AM UTC",av universidad tapia a la altura de estación del metro tapia inundación media arroyo la talaverana a la altura de la col blas chumacera y talaverana inundación media,2,0,0,0,https://twitter.com/GobSanNicolas/status/1804034002170315089#m,,,,inundación,-0.9839121587574482,-1.648434091359377
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 6:09 AM UTC",av manuel l barragán desde sendero hasta fidel vzz inundación media av lópez mateos en sus cruces con privada lópez mateos y fundidores inundación media,0,0,1,0,https://twitter.com/GobSanNicolas/status/1804033954913141155#m,,,,inundación,-0.7230608388781548,-1.6452361550182104
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 6:09 AM UTC",cruces en zonas de riesgo juan pablo ii cristina larralde inundación media las puentes cristina larralde inundación media juan pablo ii cristina larralde y san nicolás inundación media,0,1,0,0,https://twitter.com/GobSanNicolas/status/1804033883794452838#m,,,,inundación,-1.2139069214463234,-1.6538439113646746
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 6:08 AM UTC",intensidad de lluvia por región zona poniente sin lluvia zona centro sin lluvia zona oriente sin lluvia,2,1,0,0,https://twitter.com/GobSanNicolas/status/1804033576448467126#m,,,,lluvia,-0.7371893003582954,-1.3945421278476715
