Usuario,Nombre,Fecha,Texto,Tipo,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes,Videos,GIFs,Puntaje,colonia,calle,municipio,REGION,geometría,label,eléctrico,incendio,inundación,lluvia,no se relaciona,problema vial
@911SanPedro,Rescate 911 San Pedro,"Aug 18, 2024 · 7:56 AM UTC",nos encontramos atendiendo el reporte de un accidente vial tipo volcadura sobre calzada san pedro y fuentes del valle spgg pcsp,problema vial,27,4,1,0,https://twitter.com/911SanPedro/status/1825079278230180283#m,['https://pbs.twimg.com/media/GVP77oybEAAa0fq.jpg'],,,0.378090933,,Calzada San Pedro,San Pedro Garza García,,,5,0.014287111349403858,0.024606121703982353,0.010861868970096111,0.011465398594737053,0.018956417217850685,0.9198230504989624
@MtyFollow,MtyFollow®,"Sep 4, 2024 · 4:07 PM UTC",la que el quien,no se relaciona,1,0,1,0,https://twitter.com/MtyFollow/status/1831363389609988398#m,,,['https://video.twimg.com/tweet_video/GWpPSyha4AArqq4.mp4'],0.378312454,,,,,,4,0.02145865187048912,0.018456345424056053,0.02737300843000412,0.03538471832871437,0.8624574542045593,0.034869808703660965
@saz2000,Alejandro Zuñiga/Bomberos NL,"Jun 12, 2024 · 12:44 AM UTC",buenas tardes bomberos nl estación en coordinación con prot civil de mty atendimos reporte de incendio en vehículo colonia topo chico monterrey nl,incendio,7,0,0,0,https://twitter.com/saz2000/status/1800690531640758570#m,,['https://video.twimg.com/ext_tw_video/1800690516583149568/pu/pl/I31KyIADORko-WPn.m3u8?tag=12'],,0.380843535,TOPO CHICO,,"Monterrey, Monterrey",,"POLYGON Z ((-100.33224999973754 25.73950000042487 0, -100.33130999955671 25.739389999848754 0, -100.33035000025217 25.73930999975687 0, -100.32982999965463 25.739260000149045 0, -100.32941000007128 25.73918999961893 0, -100.32840999982147 25.73905999991922 0, -100.32774000040052 25.73897999982728 0, -100.32748999966361 25.738959999804308 0, -100.3267099996666 25.738859999689396 0, -100.3265399999209 25.738839999666425 0, -100.32559999974006 25.738700000404833 0, -100.32471000006632 25.73864000033592 0, -100.32382000039257 25.73850000017501 0, -100.32382000039257 25.738230000314445 0, -100.32387000000034 25.73762999962497 0, -100.32403000018422 25.736739999951226 0, -100.32417000034508 25.735890000323423 0, -100.3242199999529 25.735480000301948 0, -100.32430999960667 25.735059999819327 0, -100.32436000011376 25.73485000002762 0, -100.32442999974455 25.73435000035238 0, -100.32444999976752 25.734190000168553 0, -100.32452999985946 25.733660000009138 0, -100.3245699999054 25.733370000125547 0, -100.32469000004329 25.73247999955248 0, -100.32563000022418 25.73259999969042 0, -100.32659000042804 25.732759999874247 0, -100.32750999968658 25.732869999550985 0, -100.3279999998 25.7329400000811 0, -100.32848000035159 25.733009999711896 0, -100.32937999958716 25.733089999803838 0, -100.33031999976805 25.73320999994172 0, -100.33127999997185 25.733330000079604 0, -100.33218000010675 25.733430000194517 0, -100.33290999959667 25.73353000030943 0, -100.33304999975752 25.73421999975335 0, -100.33302999973455 25.73443000044432 0, -100.33300999971158 25.734600000190028 0, -100.33286999955067 25.735260000049152 0, -100.3327500003121 25.7361099996769 0, -100.33261999971307 25.73696000020402 0, -100.3325599996441 25.737379999787322 0, -100.33251000003634 25.737800000269942 0, -100.33238000033657 25.73866000035889 0, -100.33232000026766 25.739099999965163 0, -100.33224999973754 25.73950000042487 0))",1,0.01699710264801979,0.9249499440193176,0.010894079692661762,0.008299107663333416,0.017195049673318863,0.02166472002863884
@saz2000,Alejandro Zuñiga/Bomberos NL,"Jun 12, 2024 · 12:44 AM UTC",buenas tardes bomberos nl estación en coordinación con prot civil de mty atendimos reporte de incendio en vehículo colonia topo chico monterrey nl,incendio,7,0,0,0,https://twitter.com/saz2000/status/1800690531640758570#m,,['https://video.twimg.com/ext_tw_video/1800690516583149568/pu/vid/avc1/640x364/PjxFcLKWu74mj4Mq.mp4?tag=12'],,0.380843535,TOPO CHICO,,"Monterrey, Monterrey",,"POLYGON Z ((-100.33224999973754 25.73950000042487 0, -100.33130999955671 25.739389999848754 0, -100.33035000025217 25.73930999975687 0, -100.32982999965463 25.739260000149045 0, -100.32941000007128 25.73918999961893 0, -100.32840999982147 25.73905999991922 0, -100.32774000040052 25.73897999982728 0, -100.32748999966361 25.738959999804308 0, -100.3267099996666 25.738859999689396 0, -100.3265399999209 25.738839999666425 0, -100.32559999974006 25.738700000404833 0, -100.32471000006632 25.73864000033592 0, -100.32382000039257 25.73850000017501 0, -100.32382000039257 25.738230000314445 0, -100.32387000000034 25.73762999962497 0, -100.32403000018422 25.736739999951226 0, -100.32417000034508 25.735890000323423 0, -100.3242199999529 25.735480000301948 0, -100.32430999960667 25.735059999819327 0, -100.32436000011376 25.73485000002762 0, -100.32442999974455 25.73435000035238 0, -100.32444999976752 25.734190000168553 0, -100.32452999985946 25.733660000009138 0, -100.3245699999054 25.733370000125547 0, -100.32469000004329 25.73247999955248 0, -100.32563000022418 25.73259999969042 0, -100.32659000042804 25.732759999874247 0, -100.32750999968658 25.732869999550985 0, -100.3279999998 25.7329400000811 0, -100.32848000035159 25.733009999711896 0, -100.32937999958716 25.733089999803838 0, -100.33031999976805 25.73320999994172 0, -100.33127999997185 25.733330000079604 0, -100.33218000010675 25.733430000194517 0, -100.33290999959667 25.73353000030943 0, -100.33304999975752 25.73421999975335 0, -100.33302999973455 25.73443000044432 0, -100.33300999971158 25.734600000190028 0, -100.33286999955067 25.735260000049152 0, -100.3327500003121 25.7361099996769 0, -100.33261999971307 25.73696000020402 0, -100.3325599996441 25.737379999787322 0, -100.33251000003634 25.737800000269942 0, -100.33238000033657 25.73866000035889 0, -100.33232000026766 25.739099999965163 0, -100.33224999973754 25.73950000042487 0))",1,0.01699710264801979,0.9249499440193176,0.010894079692661762,0.008299107663333416,0.017195049673318863,0.02166472002863884
@ayd_monterrey,Agua y Drenaje Mty,"Sep 6, 2024 · 4:11 AM UTC",aydinforma se extiende trabajo hora estimada para normalizar servicio am,no se relaciona,0,0,0,0,https://twitter.com/ayd_monterrey/status/1831907996475257201#m,['https://pbs.twimg.com/media/GWw-mn7W8AEPzh6.jpg'],,,0.383093953,,,,,,4,0.01592639461159706,0.015927793458104134,0.02164056897163391,0.031176632270216942,0.8807814121246338,0.034547217190265656
@elnortelocal,elnortelocal,"Aug 16, 2023 · 9:13 PM UTC",almomento elementos de pcmty y bomberosnl trabajan en el combate de un incendio en el lecho del río santa catarina a la altura del puente cuauhtémoc y la avenida morones prieto,incendio,18,9,2,1,https://twitter.com/elnortelocal/status/1691921232504209537#m,,['https://video.twimg.com/ext_tw_video/1691921192909942784/pu/pl/-Hq2YniSdNwiE-we.m3u8?tag=12&v=0f9'],,0.387378499,,,,,,1,0.020056910812854767,0.9147481918334961,0.009202027693390846,0.008487461134791374,0.01908169686794281,0.02842375449836254
@municipiodegpe,Municipio de Guadalupe,"Sep 3, 2024 · 12:03 AM UTC",en temporada de lluvias extrema precauciones para evitar accidentes de tránsito sigue las recomendaciones que emite pcgpe y ante cualquier emergencia llama al guadalupenl laciudadparacrecer,lluvia,0,0,1,0,https://twitter.com/municipiodegpe/status/1830758393373512144#m,"['https://pbs.twimg.com/media/GWgpDhTWQAEY-fb.jpg', 'https://pbs.twimg.com/media/GWgpDhKWIAEG6R-.jpg', 'https://pbs.twimg.com/media/GWgpDhKXEAEL9xy.jpg', 'https://pbs.twimg.com/media/GWgpDhLW8AUloyU.jpg']",,,0.389689192,,,Guadalupe,,,3,0.014694432727992535,0.005802840925753117,0.008857998065650463,0.9519554972648621,0.005320418160408735,0.01336889248341322
@Cicmty,CIC,"Sep 5, 2024 · 7:12 PM UTC",serviciodeelectricidad sin luz en pachuca entre huichapan y zimapán col mitras centro monterrey vía dm cc cfecontigo,eléctrico,3,0,0,0,https://twitter.com/Cicmty/status/1831772348162167008#m,,,,0.391079567,,,Monterrey,zimapán col mitras centro,,0,0.9431770443916321,0.01759839430451393,0.011246181093156338,0.010009989142417908,0.009064054116606712,0.008904315531253815
@iT_Saper,Sapeando Ando,"Sep 6, 2024 · 11:27 PM UTC",hombres ley en apodaca,no se relaciona,2,2,0,0,https://twitter.com/iT_Saper/status/1832199007055093901#m,,,,0.397971593,,,Apodaca,,,4,0.02162482589483261,0.018056457862257957,0.024567842483520508,0.04636354371905327,0.8527278900146484,0.03665944188833237
@TodosSomosHLM,Hacienda Los Morales,"May 17, 2024 · 1:35 AM UTC",ya empezó el debate candidatos a la alcaldía de san nicolás de los garza nuevo león,no se relaciona,3,0,0,0,https://twitter.com/TodosSomosHLM/status/1791281344544141715#m,,,,0.40095263,,,,,,4,0.03899328410625458,0.018827127292752266,0.07942609488964081,0.056044988334178925,0.7769742608070374,0.029734252020716667
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:38 AM UTC",cierres viales sendero y balcones de anahuac barrgan y anillo periferico nte sur barragan e illinois fidel velazquezlavaderos puentes y jorge treviño puentes juan pablo ii y jorge treviño fidel velazquez y copan,no se relaciona,2,1,1,0,https://twitter.com/GobSanNicolas/status/1804010868629217573#m,,,,0.402500749,,,,,,4,0.09222854673862457,0.01701899990439415,0.5961945652961731,0.02195589803159237,0.12350936979055405,0.14909261465072632
@XochitlGalvez,Xóchitl Gálvez Ruiz,"Jun 20, 2024 · 6:30 PM UTC",me reuní con la dirigencia de accionnacional su presidente markocortes su secretaria general noemilunazac y su secretaria general adjunta ceciliaromeroc nos hablamos de frente transparente y con la verdad les comenté que empezaré un recorrido por todo el país para,eléctrico,5823,993,2693,154,https://twitter.com/XochitlGalvez/status/1803857931743735994#m,"['https://pbs.twimg.com/media/GQiXKfjakAE3Yj4.jpg', 'https://pbs.twimg.com/media/GQiXLFEakAQSE5T.jpg']",,,0.403027698,,,,,,0,0.7633787989616394,0.061464451253414154,0.023815318942070007,0.012274178676307201,0.08141625672578812,0.05765095353126526
@XochitlGalvez,Xóchitl Gálvez Ruiz,"Jun 20, 2024 · 6:30 PM UTC",me reuní con la dirigencia de accionnacional su presidente markocortes su secretaria general noemilunazac y su secretaria general adjunta ceciliaromeroc nos hablamos de frente transparente y con la verdad les comenté que empezaré un recorrido por todo el país para,eléctrico,6666,1144,3456,186,https://twitter.com/XochitlGalvez/status/1803857931743735994#m,"['https://pbs.twimg.com/media/GQiXKfjakAE3Yj4.jpg', 'https://pbs.twimg.com/media/GQiXLFEakAQSE5T.jpg']",,,0.403027698,,,,,,0,0.7633787989616394,0.061464451253414154,0.023815318942070007,0.012274178676307201,0.08141625672578812,0.05765095353126526
@TodosSomosHLM,Hacienda Los Morales,"May 29, 2024 · 5:24 AM UTC",la tormenta ya está aquí,lluvia,6,1,0,0,https://twitter.com/TodosSomosHLM/status/1795687575287681353#m,,,['https://video.twimg.com/tweet_video/GOuQUm9WIAAmsqJ.mp4'],0.403165773,,,,,,3,0.01059667207300663,0.0036274816375225782,0.007603099104017019,0.9671849608421326,0.006682218052446842,0.004305594600737095
@IdentidadNL,Identidad Nuevo León,"Jun 21, 2024 · 2:30 AM UTC",el reporte del gobernathor sobre el paso de la tormenta alberto por nuevo león comedia marcopolo nuevoleon identidadnlcom,lluvia,1,0,0,0,https://twitter.com/IdentidadNL/status/1803978669787943153#m,,,,0.404853582,,,,,,3,0.010180637240409851,0.0033698270563036203,0.009275774471461773,0.9690412282943726,0.004546124953776598,0.003586437553167343
@IdentidadNL,Identidad Nuevo León,"Jun 21, 2024 · 2:30 AM UTC",el reporte del gobernathor sobre el paso de la tormenta alberto por nuevo león comedia marcopolo nuevoleon identidadnlcom,lluvia,2,0,0,0,https://twitter.com/IdentidadNL/status/1803978669787943153#m,,,,0.404853582,,,,,,3,0.010180637240409851,0.0033698270563036203,0.009275774471461773,0.9690412282943726,0.004546124953776598,0.003586437553167343
@Cicmty,CIC,"Sep 7, 2024 · 7:09 PM UTC",semáforodescompuesto luces simúltaneas gral carlos salazar y juan méndez col centro monterrey vía irenema cc sedusomonterrey faaw,eléctrico,4,0,1,0,https://twitter.com/Cicmty/status/1832496418583613816#m,"['https://pbs.twimg.com/media/GW5VskLXAAAVupb.jpg', 'https://pbs.twimg.com/media/GW5VskKXcAA__Fs.jpg']",,,0.40654216,,,Monterrey,,,0,0.937128484249115,0.018661651760339737,0.013105719350278378,0.009629233740270138,0.010713493451476097,0.01076145377010107
@pc_mty,Protección Civil Monterrey,"Sep 4, 2024 · 5:29 PM UTC",en este momento nos encontramos atendiendo el reporte de un accidente vial en el que un vehículo cae al río santa catarina en el cruce de morones prieto y garza sada,problema vial,9,2,0,0,https://twitter.com/pc_mty/status/1831384107588448356#m,['https://pbs.twimg.com/media/GWpiIwYWAAAS738.jpg'],,,0.406817012,,Avenida Eugenio Garza Sada,,,,5,0.011274456046521664,0.019806595519185066,0.010154291056096554,0.012371956370770931,0.018976708874106407,0.9274159669876099
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 16, 2023 · 9:41 PM UTC",buenas tardes bomberos nl estaciones y atienden reporte de incendio en el río santa catarina lo anterior a la altura de la av pino suárez propagándose al pte se trabaja en coordinación con pcmty pcnuevoleon medioambientenl israelmendez,incendio,26,10,1,3,https://twitter.com/saz2000/status/1691928080997097978#m,,['https://video.twimg.com/ext_tw_video/1691928043965579264/pu/pl/y7MkldKrXF-tbJvF.m3u8?tag=12'],,0.409298353,,Avenida José María Pino Suárez,,,,1,0.016560440883040428,0.9241073727607727,0.01011719647794962,0.008434085175395012,0.016171760857105255,0.024609025567770004
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 16, 2023 · 9:41 PM UTC",buenas tardes bomberos nl estaciones y atienden reporte de incendio en el río santa catarina lo anterior a la altura de la av pino suárez propagándose al pte se trabaja en coordinación con pcmty pcnuevoleon medioambientenl israelmendez,incendio,26,9,1,3,https://twitter.com/saz2000/status/1691928080997097978#m,,['https://video.twimg.com/ext_tw_video/1691928043965579264/pu/pl/y7MkldKrXF-tbJvF.m3u8?tag=12'],,0.409298353,,Avenida José María Pino Suárez,,,,1,0.016560440883040428,0.9241073727607727,0.01011719647794962,0.008434085175395012,0.016171760857105255,0.024609025567770004
@MilenioMty,Milenio Monterrey,"Jun 20, 2024 · 2:50 AM UTC",alertaporlluvias así se ve la corriente del río santa catarina tras el primer día de lluvias por la tormenta tropical alberto jorge lópez,lluvia,716,69,1,4,https://twitter.com/MilenioMty/status/1803621421056401686#m,['https://pbs.twimg.com/media/GQe_mJbaQAA_4pU.jpg'],,,0.410733588,,,,,,3,0.011874884366989136,0.003095075022429228,0.011889933608472347,0.966237485408783,0.0038660794962197542,0.003036583075299859
@PC_NuevoLeon,Protección Civil NL,"Jun 20, 2024 · 1:24 AM UTC",recuerda mantenerte al tanto de futuras actualizaciones de fuentes oficiales y recomendaciones de protección civil seguiremos informando fuente conaguaclima p pcnuevoleon todasytodossomosproteccióncivil,no se relaciona,8,3,0,0,https://twitter.com/PC_NuevoLeon/status/1803599827319579042#m,,,,0.415777691,,,,,,4,0.016158509999513626,0.01441238820552826,0.020754031836986542,0.02870502881705761,0.8757781982421875,0.0441918782889843
@samuel_garcias,Samuel García,"Jun 20, 2024 · 6:34 PM UTC",la presa de la boca está al de su capacidad y las lluvias continúan vinimos a evaluar la apertura de las compuertas de la presa en las próximas horas por favor quédense en casa no salgan y ante cualquier emergencia llamen al gracias licmariajulia por ayudarnos a,lluvia,401,46,47,2,https://twitter.com/samuel_garcias/status/1803859025756590140#m,,['https://video.twimg.com/amplify_video/1803858713079615491/pl/6oXmVcrgqZRrwF6y.m3u8?tag=16'],,0.416976541,,,,,,3,0.009537606500089169,0.0031930822879076004,0.006665186956524849,0.9726689457893372,0.004029142204672098,0.0039060162380337715
@samuel_garcias,Samuel García,"Jun 20, 2024 · 6:34 PM UTC",la presa de la boca está al de su capacidad y las lluvias continúan vinimos a evaluar la apertura de las compuertas de la presa en las próximas horas por favor quédense en casa no salgan y ante cualquier emergencia llamen al gracias licmariajulia por ayudarnos a,lluvia,437,50,51,2,https://twitter.com/samuel_garcias/status/1803859025756590140#m,,['https://video.twimg.com/amplify_video/1803858713079615491/pl/6oXmVcrgqZRrwF6y.m3u8?tag=16'],,0.416976541,,,,,,3,0.009537606500089169,0.0031930822879076004,0.006665186956524849,0.9726689457893372,0.004029142204672098,0.0039060162380337715
@samuel_garcias,Samuel García,"Jun 20, 2024 · 6:34 PM UTC",la presa de la boca está al de su capacidad y las lluvias continúan vinimos a evaluar la apertura de las compuertas de la presa en las próximas horas por favor quédense en casa no salgan y ante cualquier emergencia llamen al gracias licmariajulia por ayudarnos a,lluvia,429,48,51,2,https://twitter.com/samuel_garcias/status/1803859025756590140#m,,['https://video.twimg.com/amplify_video/1803858713079615491/pl/6oXmVcrgqZRrwF6y.m3u8?tag=16'],,0.416976541,,,,,,3,0.009537606500089169,0.0031930822879076004,0.006665186956524849,0.9726689457893372,0.004029142204672098,0.0039060162380337715
@ayd_monterrey,Agua y Drenaje Mty,"Sep 4, 2024 · 4:07 AM UTC",aydinforma se concluye cambio de medidor general de en el municipio de el carmen col buena vista,no se relaciona,0,0,0,0,https://twitter.com/ayd_monterrey/status/1831182171035353235#m,['https://pbs.twimg.com/media/GWmqb_8WAAAIeav.jpg'],,,0.41735021,,,,,,4,0.023724393919110298,0.020490122959017754,0.03007795475423336,0.029355015605688095,0.8664478063583374,0.02990470826625824
@metrorreynlofi1,Metrorrey Oficial N.L.,"Aug 22, 2024 · 8:19 PM UTC",ahora tambien llegamos a santa catarina y garcía con transmetro a partir del día viernes de agosto a las am inicia operaciones la nueva ruta de transmetro estación cuauhtémoc san pedro garcía,no se relaciona,40,5,2,0,https://twitter.com/metrorreynlofi1/status/1826715909849055640#m,"['https://pbs.twimg.com/media/GVnMcBfbQAA-Ae2.jpg', 'https://pbs.twimg.com/media/GVnMcE6bgAAyZqP.jpg']",,,0.418005556,,,"Santa Catarina, San Pedro Garza García",,,4,0.01856738142669201,0.010621823370456696,0.046223849058151245,0.04066292196512222,0.8566094636917114,0.02731458470225334
@ZyntiaVanegas,Zyntia Vanegas,"Jun 19, 2024 · 12:26 PM UTC",en que municipio se encuentran aquí el nivel de riesgo que existe ante las lluvias canal y sky vix,lluvia,74,7,15,0,https://twitter.com/ZyntiaVanegas/status/1803403901720211680#m,['https://pbs.twimg.com/media/GQb6SglXwAARM5L.jpg'],,,0.419605032,,,,,,3,0.010031253099441528,0.003268097061663866,0.006489511113613844,0.971905529499054,0.004283418413251638,0.004022040870040655
@info7mty,INFO7,"Jun 21, 2024 · 6:51 PM UTC",comienza el rescate de personas que habitan en comunidades de la huasteca luego de quedar incomunicados tras dañarse la carretera por las lluvias de alberto,lluvia,48,6,1,0,https://twitter.com/info7mty/status/1804225581325730144#m,,['https://video.twimg.com/ext_tw_video/1804224932093546496/pu/vid/avc1/1280x720/kGlKPZnkfxIea94O.mp4?tag=12'],,0.420378387,,,,,,3,0.009378341026604176,0.0032935705967247486,0.006458976771682501,0.9728115797042847,0.004188182298094034,0.0038692851085215807
@info7mty,INFO7,"Jun 21, 2024 · 6:51 PM UTC",comienza el rescate de personas que habitan en comunidades de la huasteca luego de quedar incomunicados tras dañarse la carretera por las lluvias de alberto,lluvia,0,0,0,0,https://twitter.com/info7mty/status/1804225581325730144#m,,['https://video.twimg.com/ext_tw_video/1804224932093546496/pu/pl/g2zj8gxln4dv_FHV.m3u8?tag=12'],,0.420378387,,,,,,3,0.009378341026604176,0.0032935705967247486,0.006458976771682501,0.9728115797042847,0.004188182298094034,0.0038692851085215807
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 2:38 AM UTC",permanece informado en medios oficiales ante cualquier emergenciasn alertasn,no se relaciona,2,3,0,0,https://twitter.com/GobSanNicolas/status/1803980792982311212#m,,,,0.421869941,,,,,,4,0.016435017809271812,0.014525925740599632,0.0229340773075819,0.05016171932220459,0.8616871237754822,0.034256115555763245
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:43 PM UTC",permanece informado en medios oficiales ante cualquier emergenciasn alertasn,no se relaciona,0,0,0,0,https://twitter.com/GobSanNicolas/status/1804193334673428705#m,,,,0.421869941,,,,,,4,0.016435017809271812,0.014525925740599632,0.0229340773075819,0.05016171932220459,0.8616871237754822,0.034256115555763245
@nmasmonterrey,N+ Monterrey,"Jun 20, 2024 · 3:29 PM UTC",toca tierra alberto en playa miramar tamaulipas,no se relaciona,4,1,0,0,https://twitter.com/nmasmonterrey/status/1803812454717096224#m,,,,0.423350081,,,,,,4,0.02918977662920952,0.013042517006397247,0.07223419845104218,0.2248152196407318,0.6325662136077881,0.028152069076895714
@cesarmty,César Cepeda,"Jun 21, 2024 · 12:38 AM UTC",ultimahora en montemorelos un helicóptero de pcnuevoleon acaba de realizar un rescate de tres personas que se encontraban atrapadas en su casa y en riesgo por la crecida del río ramos por la tormenta alberto en nuevo león,lluvia,732,93,14,2,https://twitter.com/cesarmty/status/1803950585802035273#m,,['https://video.twimg.com/ext_tw_video/1803950496752779265/pu/pl/GdXj8OOgdwy0NHTY.m3u8?tag=12'],,0.42344588,,,,,,3,0.023583490401506424,0.004990752320736647,0.03061681054532528,0.9276182651519775,0.00775880878791213,0.0054318723268806934
@cesarmty,César Cepeda,"Jun 21, 2024 · 12:38 AM UTC",ultimahora en montemorelos un helicóptero de pcnuevoleon acaba de realizar un rescate de tres personas que se encontraban atrapadas en su casa y en riesgo por la crecida del río ramos por la tormenta alberto en nuevo león,lluvia,731,93,14,2,https://twitter.com/cesarmty/status/1803950585802035273#m,,['https://video.twimg.com/ext_tw_video/1803950496752779265/pu/pl/GdXj8OOgdwy0NHTY.m3u8?tag=12'],,0.42344588,,,,,,3,0.023583490401506424,0.004990752320736647,0.03061681054532528,0.9276182651519775,0.00775880878791213,0.0054318723268806934
@cesarmty,César Cepeda,"Jun 21, 2024 · 12:38 AM UTC",ultimahora en montemorelos un helicóptero de pcnuevoleon acaba de realizar un rescate de tres personas que se encontraban atrapadas en su casa y en riesgo por la crecida del río ramos por la tormenta alberto en nuevo león,lluvia,734,93,14,2,https://twitter.com/cesarmty/status/1803950585802035273#m,,['https://video.twimg.com/ext_tw_video/1803950496752779265/pu/vid/avc1/848x480/Zlc-Eqi4GECmaIq2.mp4?tag=12'],,0.42344588,,,,,,3,0.023583490401506424,0.004990752320736647,0.03061681054532528,0.9276182651519775,0.00775880878791213,0.0054318723268806934
@cesarmty,César Cepeda,"Jun 21, 2024 · 12:38 AM UTC",ultimahora en montemorelos un helicóptero de pcnuevoleon acaba de realizar un rescate de tres personas que se encontraban atrapadas en su casa y en riesgo por la crecida del río ramos por la tormenta alberto en nuevo león,lluvia,859,99,14,2,https://twitter.com/cesarmty/status/1803950585802035273#m,,['https://video.twimg.com/ext_tw_video/1803950496752779265/pu/pl/GdXj8OOgdwy0NHTY.m3u8?tag=12'],,0.42344588,,,,,,3,0.023583490401506424,0.004990752320736647,0.03061681054532528,0.9276182651519775,0.00775880878791213,0.0054318723268806934
@cesarmty,César Cepeda,"Jun 21, 2024 · 12:38 AM UTC",ultimahora en montemorelos un helicóptero de pcnuevoleon acaba de realizar un rescate de tres personas que se encontraban atrapadas en su casa y en riesgo por la crecida del río ramos por la tormenta alberto en nuevo león,lluvia,861,99,14,2,https://twitter.com/cesarmty/status/1803950585802035273#m,,['https://video.twimg.com/ext_tw_video/1803950496752779265/pu/pl/GdXj8OOgdwy0NHTY.m3u8?tag=12'],,0.42344588,,,,,,3,0.023583490401506424,0.004990752320736647,0.03061681054532528,0.9276182651519775,0.00775880878791213,0.0054318723268806934
@cesarmty,César Cepeda,"Jun 21, 2024 · 12:38 AM UTC",ultimahora en montemorelos un helicóptero de pcnuevoleon acaba de realizar un rescate de tres personas que se encontraban atrapadas en su casa y en riesgo por la crecida del río ramos por la tormenta alberto en nuevo león,lluvia,815,97,14,2,https://twitter.com/cesarmty/status/1803950585802035273#m,,['https://video.twimg.com/ext_tw_video/1803950496752779265/pu/pl/GdXj8OOgdwy0NHTY.m3u8?tag=12'],,0.42344588,,,,,,3,0.023583490401506424,0.004990752320736647,0.03061681054532528,0.9276182651519775,0.00775880878791213,0.0054318723268806934
@cesarmty,César Cepeda,"Jun 21, 2024 · 12:38 AM UTC",ultimahora en montemorelos un helicóptero de pcnuevoleon acaba de realizar un rescate de tres personas que se encontraban atrapadas en su casa y en riesgo por la crecida del río ramos por la tormenta alberto en nuevo león,lluvia,816,97,14,2,https://twitter.com/cesarmty/status/1803950585802035273#m,,['https://video.twimg.com/ext_tw_video/1803950496752779265/pu/pl/GdXj8OOgdwy0NHTY.m3u8?tag=12'],,0.42344588,,,,,,3,0.023583490401506424,0.004990752320736647,0.03061681054532528,0.9276182651519775,0.00775880878791213,0.0054318723268806934
@gob_Escobedo,Gobierno de Escobedo,"Jun 21, 2024 · 2:20 AM UTC",almomento pm cierre total de carretera a monclova en el tramo de libramiento y colombia por encharcamiento para evitar accidentes así como cierre de av santa bárbara en ambos sentidos,inundación,15,7,0,0,https://twitter.com/gob_Escobedo/status/1803976257144504424#m,['https://pbs.twimg.com/media/GQkC2CXWIAAfEDO.jpg'],,,0.425476953,,Calle Santa Bárbara,,,,2,0.016452953219413757,0.009951693005859852,0.9050381183624268,0.022034112364053726,0.02442002296447754,0.02210306003689766
@gob_Escobedo,Gobierno de Escobedo,"Jun 21, 2024 · 2:20 AM UTC",almomento pm cierre total de carretera a monclova en el tramo de libramiento y colombia por encharcamiento para evitar accidentes así como cierre de av santa bárbara en ambos sentidos,inundación,16,7,1,0,https://twitter.com/gob_Escobedo/status/1803976257144504424#m,['https://pbs.twimg.com/media/GQkC2CXWIAAfEDO.jpg'],,,0.425476953,,Calle Santa Bárbara,,,,2,0.016452953219413757,0.009951693005859852,0.9050381183624268,0.022034112364053726,0.02442002296447754,0.02210306003689766
@gob_Escobedo,Gobierno de Escobedo,"Jun 21, 2024 · 2:20 AM UTC",almomento pm cierre total de carretera a monclova en el tramo de libramiento y colombia por encharcamiento para evitar accidentes así como cierre de av santa bárbara en ambos sentidos,inundación,16,7,0,0,https://twitter.com/gob_Escobedo/status/1803976257144504424#m,['https://pbs.twimg.com/media/GQkC2CXWIAAfEDO.jpg'],,,0.425476953,,Calle Santa Bárbara,,,,2,0.016452953219413757,0.009951693005859852,0.9050381183624268,0.022034112364053726,0.02442002296447754,0.02210306003689766
@cesarmty,César Cepeda,"Jun 21, 2024 · 1:18 AM UTC",importante después de alberto en el golfo de méxico está en proceso de formación otro ciclón de probabilidad y que en caso de que se confirme se llamaría berly y se espera que traiga más lluvias a nuevo león en los próximos días,lluvia,1475,304,47,57,https://twitter.com/cesarmty/status/1803960626458337550#m,['https://pbs.twimg.com/media/GQj0itAXgAASl0P.jpg'],,,0.428828754,,,,,,3,0.010216780006885529,0.003024309640750289,0.007300443481653929,0.9717503786087036,0.004039304796606302,0.0036688237451016903
@cesarmty,César Cepeda,"Jun 21, 2024 · 1:18 AM UTC",importante después de alberto en el golfo de méxico está en proceso de formación otro ciclón de probabilidad y que en caso de que se confirme se llamaría berly y se espera que traiga más lluvias a nuevo león en los próximos días,lluvia,1475,304,47,58,https://twitter.com/cesarmty/status/1803960626458337550#m,['https://pbs.twimg.com/media/GQj0itAXgAASl0P.jpg'],,,0.428828754,,,,,,3,0.010216780006885529,0.003024309640750289,0.007300443481653929,0.9717503786087036,0.004039304796606302,0.0036688237451016903
