Usuario,Nombre,Fecha,Texto,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes,Videos,GIFs,Tipo
@Angel_MedellinN,Angel Medellín Reportero,"Jun 20, 2024 · 7:11 PM UTC",ciudadano graba inundación en la avenida vía tampico y constituyentes de nuevo león arualsanpedrogg juliocesarcano pcnuevoleon rayelizalder tormentaalberto tormentatropicalalberto,31,8,0,1,https://twitter.com/Angel_MedellinN/status/1803868262603853988#m,,['https://video.twimg.com/ext_tw_video/1803868208887402498/pu/pl/UOaIDPeqiGhK3fa7.m3u8?tag=12'],,inundación
@samuel_garcias,Samuel García,"Jun 20, 2024 · 6:34 PM UTC",la presa de la boca está al de su capacidad y las lluvias continúan vinimos a evaluar la apertura de las compuertas de la presa en las próximas horas por favor quédense en casa no salgan y ante cualquier emergencia llamen al gracias licmariajulia por ayudarnos a,401,46,47,2,https://twitter.com/samuel_garcias/status/1803859025756590140#m,,['https://video.twimg.com/amplify_video/1803858713079615491/pl/6oXmVcrgqZRrwF6y.m3u8?tag=16'],,lluvia
@PC_NuevoLeon,Protección Civil NL,"Jun 20, 2024 · 6:01 PM UTC",ponteatento lluvia fuerte en carretera a mamulique en salinas victoria extreme precauciones y modere su velocidad al conducir seguiremos informando todasytodossomosproteccióncivil,25,5,0,0,https://twitter.com/PC_NuevoLeon/status/1803850661509181657#m,,['https://video.twimg.com/ext_tw_video/1803850623718481920/pu/pl/WVYmdYQW8NnHVjw_.m3u8?tag=12'],,lluvia
@mtygob,Gobierno Monterrey,"Jun 20, 2024 · 6:00 PM UTC",en este momento compañeros de pcmty se encuentran atendiendo el reporte de deslave del carril express en av constitución y av venustiano carranza se pide a la ciudadanía evitar circular por la zona y extremar precauciones,373,88,10,9,https://twitter.com/mtygob/status/1803850344562331887#m,['https://pbs.twimg.com/media/GQiQUTfakAM9eIc.jpg'],,,inundación
@nmasmonterrey,N+ Monterrey,"Jun 21, 2024 · 4:06 AM UTC",precaución por lluvias y encharcamientos en carretera nacional monterrey nl,8,2,0,0,https://twitter.com/nmasmonterrey/status/1804002965876793490#m,,,,lluvia
@nmasmonterrey,N+ Monterrey,"Jun 21, 2024 · 3:46 AM UTC",deja lluvia a vecinos sin luz col mitras norte en monterrey nl,8,1,3,0,https://twitter.com/nmasmonterrey/status/1803997948444893545#m,,,,lluvia
@nmasmonterrey,N+ Monterrey,"Jun 21, 2024 · 3:18 AM UTC",cierran paso deprimido por lluvias en ave garza sada y ave del estado en monterrey,16,3,0,0,https://twitter.com/nmasmonterrey/status/1803990925284094231#m,,,,lluvia
@nmasmonterrey,N+ Monterrey,"Jun 21, 2024 · 3:08 AM UTC",queda familia atrapada en casa por lluvias al interior del parque la huasteca,10,4,0,0,https://twitter.com/nmasmonterrey/status/1803988313008660704#m,,,,lluvia
@nmasmonterrey,N+ Monterrey,"Jun 21, 2024 · 2:41 AM UTC",viviendas se encuentran en riesgo por inundaciones en colonia la independencia en monterrey nl,9,2,0,0,https://twitter.com/nmasmonterrey/status/1803981541665652974#m,,,,inundación
@nmasmonterrey,N+ Monterrey,"Jun 20, 2024 · 2:46 PM UTC",corriente tira barda de bodega causa inundación en santa catarina nl,6,0,0,0,https://twitter.com/nmasmonterrey/status/1803801550059417649#m,,,,inundación
@nmasmonterrey,N+ Monterrey,"Jun 20, 2024 · 2:35 PM UTC",deja cuatro muertos inundaciones y cierres viales lluvias en nuevo león,8,1,0,0,https://twitter.com/nmasmonterrey/status/1803798717461393534#m,,,,inundación
@nmasmonterrey,N+ Monterrey,"Jun 20, 2024 · 2:28 PM UTC",sufren vecinos daños por inundación en col el escorial en santa catarina nl,3,0,0,0,https://twitter.com/nmasmonterrey/status/1803796991366877355#m,,,,inundación
@nmasmonterrey,N+ Monterrey,"Jun 20, 2024 · 2:10 PM UTC",incomunicada comunidad de san juan tras lluvias en santiago nuevo león,10,2,0,0,https://twitter.com/nmasmonterrey/status/1803792647988895864#m,,,,lluvia
@nmasmonterrey,N+ Monterrey,"Jun 20, 2024 · 12:17 PM UTC",se cierra el carril exprés a la altura de zaragoza por desborde del río santa catarina nuevo león,16,3,0,1,https://twitter.com/nmasmonterrey/status/1803764072346697855#m,,,,inundación
@nmasmonterrey,N+ Monterrey,"Jun 20, 2024 · 11:56 AM UTC",aumenta el nivel de agua en el río santa catarina por lluvias de alberto en nuevo león,10,3,0,0,https://twitter.com/nmasmonterrey/status/1803758867165114463#m,,,,lluvia
@nmasmonterrey,N+ Monterrey,"Jun 20, 2024 · 11:51 AM UTC",cierre por inundación en ave constitución tras lluvia en monterrey nl,11,4,0,0,https://twitter.com/nmasmonterrey/status/1803757534697705581#m,,,,inundación
@nmasmonterrey,N+ Monterrey,"Jun 20, 2024 · 5:25 AM UTC",protección civil de nuevo león se mantiene alerta por lluvias a través de nmas,10,0,0,0,https://twitter.com/nmasmonterrey/status/1803660382680076621#m,,,,lluvia
@nmasmonterrey,N+ Monterrey,"Jun 20, 2024 · 3:22 AM UTC",se intensificarán las lluvias esta noche en nuevo león a través de nmas,15,0,0,1,https://twitter.com/nmasmonterrey/status/1803629570857316493#m,,,,lluvia
@nmasmonterrey,N+ Monterrey,"Jun 20, 2024 · 1:14 AM UTC",cierran vialidad por inundación en ave constitución y padre mier en monterrey,14,4,0,0,https://twitter.com/nmasmonterrey/status/1803597213308010779#m,,,,inundación
@nmasmonterrey,N+ Monterrey,"Jun 20, 2024 · 12:57 AM UTC",aumenta nivel en río santa catarina por lluvias de alberto en nl,13,0,0,0,https://twitter.com/nmasmonterrey/status/1803593008735993959#m,,,,lluvia
@nmasmonterrey,N+ Monterrey,"Jun 19, 2024 · 11:35 PM UTC",elementos de protección civil apoya a hombre ante riesgo por lluvias en col altavista en monterrey nl,11,1,0,0,https://twitter.com/nmasmonterrey/status/1803572314941878358#m,,,,lluvia
@info7mty,INFO7,"Jun 21, 2024 · 4:07 AM UTC",las intensas lluvias provocadas por la tormenta alberto impactaron el paseo santa lucía con árboles inclinados al cauce y un cambio en el color del agua,9,0,0,0,https://twitter.com/info7mty/status/1804003278281212017#m,,,,lluvia
@info7mty,INFO7,"Jun 21, 2024 · 2:36 AM UTC",impresionante capta dron como luce el parque ecológico la huasteca tras las lluvias que ha dejado alberto en nuevo león,127,21,3,0,https://twitter.com/info7mty/status/1803980296469017004#m,,['https://video.twimg.com/ext_tw_video/1803980241544564736/pu/pl/7zZhuJNdupckA9MJ.m3u8?tag=12'],,lluvia
@info7mty,INFO7,"Jun 21, 2024 · 1:56 AM UTC",tras las lluvias por la tormenta tropical alberto el gobernador manolo jiménez salinas informó que no hubo incidentes graves en coahuila,4,0,0,0,https://twitter.com/info7mty/status/1803970111205704051#m,,,,lluvia
@info7mty,INFO7,"Jun 21, 2024 · 12:20 AM UTC",nuevo león inicia evaluación de daños por las lluvias de la tormenta alberto enfocándose en reparar carriles afectados en avenidas importantes de monterrey,4,0,1,0,https://twitter.com/info7mty/status/1803946149650317327#m,,,,lluvia
@info7mty,INFO7,"Jun 20, 2024 · 10:46 PM UTC",tres tramos distintos de avenida constitución sufrieron daños por las lluvias de la depresión tropical alberto,86,15,0,0,https://twitter.com/info7mty/status/1803922394454663649#m,,['https://video.twimg.com/ext_tw_video/1803922290817536000/pu/pl/FWcccv1uFe7-4Gl-.m3u8?tag=12'],,lluvia
@info7mty,INFO7,"Jun 20, 2024 · 10:23 PM UTC",las lluvias de la tormenta tropical alberto trajeron consigo escurrimientos que a toda velocidad pasaron por la parte baja de la casa del tec que este sábado será rifada,2,0,0,0,https://twitter.com/info7mty/status/1803916549423817143#m,,,,lluvia
@info7mty,INFO7,"Jun 20, 2024 · 10:23 PM UTC",los escurrimientos causados por las intensas lluvias están invadiendo las avenidas en varios puntos generando dificultades en la movilidad de automovilistas,6,0,1,0,https://twitter.com/info7mty/status/1803916540942643500#m,,,,lluvia
@info7mty,INFO7,"Jun 20, 2024 · 9:10 PM UTC",durante la tarde de este jueves se realizó la apertura de las compuertas de la presa la boca ante la importante captación por las lluvias de alberto,26,4,1,1,https://twitter.com/info7mty/status/1803898295045267713#m,,['https://video.twimg.com/ext_tw_video/1803887988188807168/pu/pl/mtokoJE0AJ5bizmx.m3u8?tag=12'],,lluvia
@info7mty,INFO7,"Jun 20, 2024 · 8:10 PM UTC",el primer ciclón de la temporada del atlántico alberto se degradó de tormenta a depresión tropical pero aún dejará lluvias torrenciales en la región,3,0,0,0,https://twitter.com/info7mty/status/1803883210595590550#m,,,,lluvia
@info7mty,INFO7,"Jun 20, 2024 · 6:30 PM UTC",deslave en av constitución y av venustiano carranza protección civil está respondiendo al reporte de deslave en el carril express se recomienda a los ciudadanos evitar circular por la zona y tomar precauciones,46,9,1,1,https://twitter.com/info7mty/status/1803857990967087546#m,,['https://video.twimg.com/ext_tw_video/1803857951746064384/pu/pl/0Bf664mCvYpG4ev2.m3u8?tag=12'],,inundación
@ABCNoticiasMX,ABCNoticias.mx,"Jun 19, 2024 · 12:49 AM UTC",ante los pronósticos de fuertes lluvias en nuevo león comparte con abc noticias cualquier situación de riesgo o afectaciones,9,2,0,0,https://twitter.com/ABCNoticiasMX/status/1803228632443138465#m,['https://pbs.twimg.com/media/GQZa4PLXkAAROuv.jpg'],,,lluvia
@ABCNoticiasMX,ABCNoticias.mx,"Jun 21, 2024 · 4:29 AM UTC",así aumentó el nivel de las presas tras lluvias de alberto en nuevo león actualización presa libertad ha captado el de su totalidad,87,26,1,3,https://twitter.com/ABCNoticiasMX/status/1804008762920845622#m,['https://pbs.twimg.com/media/GQkdzK2XsAAj3_h.jpg'],,,lluvia
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 11:31 PM UTC",el río santa catarina lleva más fuerza esta tarde tras dos días de fuertes lluvias por alberto,63,7,2,0,https://twitter.com/ABCNoticiasMX/status/1803933682576568554#m,,['https://video.twimg.com/ext_tw_video/1803933622484824064/pu/pl/_gbG7jZ9s2RH88kl.m3u8?tag=12'],,lluvia
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 10:00 PM UTC",la cola de caballo en santiago nuevo león se desbordó durante la tarde de hoy por los efectos de las lluvias de alberto los escalones que llevan al punto turístico tienen considerables escurrimientos un trabajador del sitio captó el panorama en el sur del estado,9397,2102,132,88,https://twitter.com/ABCNoticiasMX/status/1803910827898294680#m,,['https://video.twimg.com/ext_tw_video/1803910681508356096/pu/pl/08ZY99QMIp97XCMt.m3u8?tag=12'],,inundación
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 8:39 PM UTC",así aumentó el nivel de las presas en tan solo horas de lluvias por alberto,50,8,10,5,https://twitter.com/ABCNoticiasMX/status/1803890397258592614#m,['https://pbs.twimg.com/media/GQi0wRFXIAAQVPf.jpg'],,,lluvia
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 7:51 PM UTC",al corte de las pm así va el nivel actual de las presas en nuevo león tras las fuertes lluvias que ocasionó alberto fuente dr luis carlos alatorre director general del organismo de cuenca rio bravo de la conagua,49,16,10,4,https://twitter.com/ABCNoticiasMX/status/1803878338974581057#m,['https://pbs.twimg.com/media/GQipyP8WAAAj5hk.jpg'],,,lluvia
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 6:52 PM UTC",atención vienen más lluvias la siguiente semana asegura samuel garcía el gobernador refirió que aún se desconoce el potencial que traerá este nuevo disturbio,30,6,3,0,https://twitter.com/ABCNoticiasMX/status/1803863425522487308#m,,,,lluvia
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 6:10 PM UTC",colapsa carretera monterrey saltillo tras fuertes lluvias y deslaves por alberto,40,12,2,0,https://twitter.com/ABCNoticiasMX/status/1803852860599472569#m,,['https://video.twimg.com/ext_tw_video/1803851402537582592/pu/pl/sc8fqFAlTQgrjcJw.m3u8?tag=12'],,inundación
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 5:13 PM UTC",el gobernador de nuevo león samuel garcía alertó la mañana de este jueves de junio que se registrará lluvia extrema en la entidad fue mediante su cuenta de facebook donde garcía sepúlveda pidió a la ciudadanía resguardarse en sus casas,9,0,0,0,https://twitter.com/ABCNoticiasMX/status/1803838710343176391#m,['https://pbs.twimg.com/media/GQiFu27WwAAssc4.jpg'],,,lluvia
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 4:52 PM UTC",últimahora camiones reanudarán servicio pese a fuertes lluvias en monterrey autoridades de gobierno dieron hora de reinicio pero señalaron que habrá ciertas limitaciones dadas las condiciones lluviosas,9,1,4,0,https://twitter.com/ABCNoticiasMX/status/1803833299527254070#m,,,,lluvia
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 3:55 PM UTC",almomento alberto se debilita a depresión tropical tras tocar tierra en méxico las autoridades en nuevo león informan que las lluvias intensas continuarán este jueves,7,1,0,0,https://twitter.com/ABCNoticiasMX/status/1803819038151156137#m,,,,lluvia
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 3:40 PM UTC",las lluvias enviadas a nuevo león por la tormenta tropical alberto hicieron respirar a la presa la boca en santiago y se espera que entre las am y pm se abran las compuertas samuel garcía,29,5,8,1,https://twitter.com/ABCNoticiasMX/status/1803815218587251076#m,,['https://video.twimg.com/ext_tw_video/1803815117370413056/pu/pl/h00i_HG7G9XJPorI.m3u8?tag=12'],,lluvia
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 3:34 PM UTC",atención buscan cuerpo arrastrado por la corriente del río santa catarina en cadereyta el embalse lleva una cantidad de agua importante además de una corriente intensa producto de las lluvias de la tormenta alberto,3,1,0,0,https://twitter.com/ABCNoticiasMX/status/1803813702178627850#m,,,,inundación
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 2:58 PM UTC",las lluvias enviadas a nuevo león por los efectos de la tormenta tropical alberto hicieron respirar a la presa la boca en santiago que amaneció a poco más de la mitad de su capacidad félix arratia facebook,126,10,3,3,https://twitter.com/ABCNoticiasMX/status/1803804746718773402#m,"['https://pbs.twimg.com/media/GQhm0tPXAAANPW0.jpg', 'https://pbs.twimg.com/media/GQhm0tiXIAAW-Yz.jpg', 'https://pbs.twimg.com/media/GQhm0tQXEAAIXP8.jpg']",,,lluvia
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 2:28 PM UTC",entérate cuál es el acumulado de lluvias en nuevo león tras paso de la tormenta alberto las lluvias intensas se reportaron en la entidad desde ayer miércoles de junio,3,0,0,0,https://twitter.com/ABCNoticiasMX/status/1803797152839106595#m,,,,lluvia
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 2:16 PM UTC",las fuertes lluvias derivadas de la tormenta tropical alberto provocaron el desbordamiento del río santa catarina y el cierre de la avenida morones prieto a la altura del multimodal dalia manriquez abcnoticias,21,3,0,0,https://twitter.com/ABCNoticiasMX/status/1803794029039022493#m,"['https://pbs.twimg.com/media/GQhdEMJW4AAK1Fk.jpg', 'https://pbs.twimg.com/media/GQhdFoVXIAErS62.jpg', 'https://pbs.twimg.com/media/GQhdFoWW4AA370C.jpg', 'https://pbs.twimg.com/media/GQhdG2GXMAEbBC5.jpg']",,,inundación
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 1:41 PM UTC",entérate golpea tormenta alberto a nuevo león el paso de la tormenta causó inundación en avenidas de la metrópoli y la muerte de tres menores de edad entre más daños,4,0,0,0,https://twitter.com/ABCNoticiasMX/status/1803785196891713603#m,,,,inundación
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 1:22 PM UTC",los vecinos de la colonia el escorial tuvieron que ser desalojados de sus viviendas debido a los daños e inundaciones que se registran en el municipio de santa catarina redes sociales,3,0,0,0,https://twitter.com/ABCNoticiasMX/status/1803780519110283695#m,"['https://pbs.twimg.com/media/GQhQzKLXgAAIszb.jpg', 'https://pbs.twimg.com/media/GQhQ0W0XQAI1wOl.jpg', 'https://pbs.twimg.com/media/GQhQ0W0XQAE1p1B.jpg', 'https://pbs.twimg.com/media/GQhQ0WzWIAEflbS.jpg']",,,inundación
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 1:18 PM UTC",los vecinos de la colonia el escorial tuvieron que ser desalojados de sus viviendas debido a los daños e inundaciones que se registran en el municipio de santa catarina redes sociales,76,23,4,1,https://twitter.com/ABCNoticiasMX/status/1803779352166871229#m,,['https://video.twimg.com/ext_tw_video/1803779277722103809/pu/pl/2tOSWXpDG-J5wy_Z.m3u8?tag=12'],,inundación
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 1:00 PM UTC",almomento estos son los cierres por inundación en nuevo león tras fuertes lluvias elementos de protección civil de monterrey tránsito y policía continúan con los recorridos,18,4,0,1,https://twitter.com/ABCNoticiasMX/status/1803774988333252826#m,,,,inundación
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 12:42 PM UTC",atención tormenta alberto muere hombre tras sufrir descarga en el carmen suman fallecidos en nl las lluvias intensas continuarán durante este jueves en la entidad,7,2,0,0,https://twitter.com/ABCNoticiasMX/status/1803770485836046473#m,,,,lluvia
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 12:30 PM UTC",elclimaenmonterrey se esperan fuertes lluvias este jueves en monterrey nl por la tormenta alberto la temperatura máxima llegará a los grados,1,0,0,0,https://twitter.com/ABCNoticiasMX/status/1803767344759484918#m,['https://pbs.twimg.com/media/GQhE1e5XAAA0nEq.jpg'],,,lluvia
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 12:16 PM UTC",esta mañana se desbordó el río santa catarina debido a las intensas lluvias de la noche del miércoles y madrugada del jueves hasta el momento se mantiene el cierre vial en avenida morones prieto a la altura del multimodal protección civil monterrey,424,62,3,0,https://twitter.com/ABCNoticiasMX/status/1803763959792628067#m,,['https://video.twimg.com/ext_tw_video/1803763922706526209/pu/pl/GynvX-jpk1-Q-ERx.m3u8?tag=12'],,inundación
@cesarmty,César Cepeda,"Jun 21, 2024 · 3:55 AM UTC",ultimahora una familia que estaba atrapada en su vivienda dentro del cañón de la huasteca en santa catarina con riesgo de inundación por las lluvias de alberto fue rescatada por elementos de fuerzacivilnl con el helicóptero blackhawk nuevoleon,135,28,8,3,https://twitter.com/cesarmty/status/1804000192766616026#m,,['https://video.twimg.com/ext_tw_video/1803999497535488001/pu/pl/YpXFzWB7u327PEJL.m3u8?tag=12'],,inundación
@telediariomty,@telediariomty,"Jun 21, 2024 · 12:11 AM UTC",abimael salas jefe de meteorología habla sobre las probabilidades de lluvia en las próximas horas telediarionocturno con luiscarlosortiz y sandragonzalezc,99,12,5,0,https://twitter.com/telediariomty/status/1803943817542013254#m,,['https://video.twimg.com/amplify_video/1803943629788188672/pl/5bQoBjks6baEqG6l.m3u8?tag=14'],,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 20, 2024 · 9:39 PM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,1787,231,85,19,https://twitter.com/LCAlatorre/status/1803905509847671128#m,['https://pbs.twimg.com/media/GQjCf8FXIAAzruy.jpg'],,,lluvia
@cesarmty,César Cepeda,"Jun 20, 2024 · 8:50 PM UTC",importante el tecdemonterrey asegura que hará las adecuaciones necesarias para entregar la casa del tec que sufrió inundaciones por las lluvias de alberto en excelente estado a su ganador nuevoleon monterrey santacatarina,36,16,19,2,https://twitter.com/cesarmty/status/1803893154698899705#m,['https://pbs.twimg.com/media/GQi2td_XgAAmRxo.jpg'],,,inundación
@elnorte,EL NORTE,"Jun 20, 2024 · 7:53 PM UTC",parte de la estructura exterior de la tienda soriana la estanzuela en el sur de la ciudad se vino abajo por la lluvia y fuertes vientos que se registraron con el paso de la tormenta tropical alberto,422,81,9,4,https://twitter.com/elnorte/status/1803878863987941845#m,,['https://video.twimg.com/ext_tw_video/1803878819159236608/pu/pl/HLsYXhVv4QRM2EDk.m3u8?tag=12'],,lluvia
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 6:09 AM UTC",av universidad tapia a la altura de estación del metro tapia inundación media arroyo la talaverana a la altura de la col blas chumacera y talaverana inundación media,2,0,0,0,https://twitter.com/GobSanNicolas/status/1804034002170315089#m,,,,inundación
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 6:09 AM UTC",av manuel l barragán desde sendero hasta fidel vzz inundación media av lópez mateos en sus cruces con privada lópez mateos y fundidores inundación media,0,0,1,0,https://twitter.com/GobSanNicolas/status/1804033954913141155#m,,,,inundación
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 6:09 AM UTC",cruces en zonas de riesgo juan pablo ii cristina larralde inundación media las puentes cristina larralde inundación media juan pablo ii cristina larralde y san nicolás inundación media,0,1,0,0,https://twitter.com/GobSanNicolas/status/1804033883794452838#m,,,,inundación
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 6:08 AM UTC",intensidad de lluvia por región zona poniente sin lluvia zona centro sin lluvia zona oriente sin lluvia,2,1,0,0,https://twitter.com/GobSanNicolas/status/1804033576448467126#m,,,,lluvia
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 5:09 AM UTC",av universidad tapia a la altura de estación del metro tapia inundación media arroyo la talaverana a la altura de la col blas chumacera y talaverana inundación media,1,2,1,0,https://twitter.com/GobSanNicolas/status/1804018851178307869#m,,,,inundación
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 5:09 AM UTC",av manuel l barragán desde sendero hasta fidel vzz inundación media av lópez mateos en sus cruces con privada lópez mateos y fundidores inundación media,0,0,1,0,https://twitter.com/GobSanNicolas/status/1804018849269838035#m,,,,inundación
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 5:09 AM UTC",cruces en zonas de riesgo juan pablo ii cristina larralde inundación media las puentes cristina larralde inundación media juan pablo ii cristina larralde y san nicolás inundación media,0,0,1,0,https://twitter.com/GobSanNicolas/status/1804018847407591863#m,,,,inundación
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 5:09 AM UTC",intensidad de lluvia por región zona poniente moderadaconstante zona centro moderadaconstante zona oriente moderadaconstante,0,0,1,0,https://twitter.com/GobSanNicolas/status/1804018836997337372#m,,,,lluvia
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:40 AM UTC",av universidad tapia a la altura de estación del metro tapia inundación media arroyo la talaverana a la altura de la col blas chumacera y talaverana inundación media,0,1,1,0,https://twitter.com/GobSanNicolas/status/1804011397203866010#m,,,,inundación
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:40 AM UTC",juan pablo ii cristina larralde y san nicolás inundación media av manuel l barragán desde sendero hasta fidel vzz inundación media av lópez mateos en sus cruces con privada lópez mateos y fundidores inundación media,0,0,1,0,https://twitter.com/GobSanNicolas/status/1804011392678142343#m,,,,inundación
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:39 AM UTC",cruces en zonas de riesgo juan pablo ii cristina larralde inundación media las puentes cristina larralde inundación media,2,1,0,0,https://twitter.com/GobSanNicolas/status/1804011246468870161#m,,,,inundación
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:37 AM UTC",intensidad de lluvia por región zona poniente moderadaconstante zona centro moderadaconstante zona oriente moderadaconstante,1,1,0,0,https://twitter.com/GobSanNicolas/status/1804010799746187438#m,,,,lluvia
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:26 AM UTC",av lópez mateos en sus cruces con privada lópez mateos y fundidores inundación media av universidad tapia a la altura de estación del metro tapia inundación media arroyo la talaverana a la altura de la col blas chumacera y talaverana inundación media,2,0,0,0,https://twitter.com/GobSanNicolas/status/1804007928501784701#m,,,,inundación
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:26 AM UTC",cruces en zonas de riesgo juan pablo ii cristina larralde inundación media las puentes cristina larralde inundación media juan pablo ii cristina larralde y san nicolás inundación media av manuel l barragán desde sendero hasta fidel vzz inundación media,5,3,1,0,https://twitter.com/GobSanNicolas/status/1804007885401141714#m,,,,inundación
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:25 AM UTC",cómo va el arroyo arroyo topo chico universidad cristina larralde cristina larralde juventud con desborde cristina larralde las puentes cristina larralde juan pablo ii copan,2,0,2,0,https://twitter.com/GobSanNicolas/status/1804007806221050105#m,,,,inundación
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:11 AM UTC",intensidad de lluvia por región zona poniente moderadaconstante zona centro moderadaconstante zona oriente moderadaconstante,0,1,0,0,https://twitter.com/GobSanNicolas/status/1804004230434304190#m,,,,lluvia
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 2:38 AM UTC",av universidad tapia a la altura de estación del metro tapia inundación media arroyo la talaverana a la altura de la col blas chumacera y talaverana inundación media,2,3,0,0,https://twitter.com/GobSanNicolas/status/1803980752251420706#m,,,,inundación
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 2:38 AM UTC",juan pablo ii cristina larralde y san nicolás inundación media av manuel l barragán desde sendero hasta fidel vzz inundación media av lópez mateos en sus cruces con privada lópez mateos y fundidores inundación media,3,3,0,0,https://twitter.com/GobSanNicolas/status/1803980707024273897#m,,,,inundación
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 2:37 AM UTC",cruces en zonas de riesgo juan pablo ii cristina larralde inundación media las puentes cristina larralde inundación media,2,3,0,0,https://twitter.com/GobSanNicolas/status/1803980632915071025#m,,,,inundación
@PortalElPunto,Portal El Punto,"Jun 21, 2024 · 3:41 AM UTC",realiza carlosrdzcade recorridos de ayuda por fuertes lluvias,0,0,0,0,https://twitter.com/PortalElPunto/status/1803996750245491157#m,['https://pbs.twimg.com/media/GQkVe04XkAAIG7X.jpg'],,,lluvia
@PortalElPunto,Portal El Punto,"Jun 21, 2024 · 3:40 AM UTC",realiza gobescobedo cierres viales por lluvia,0,0,0,0,https://twitter.com/PortalElPunto/status/1803996287114568049#m,['https://pbs.twimg.com/media/GQkVDycWMAENjTY.jpg'],,,lluvia
@PortalElPunto,Portal El Punto,"Jun 21, 2024 · 3:34 AM UTC",evita nueva infraestructura pluvial inundaciones en mtygob colosioriojas,0,0,0,0,https://twitter.com/PortalElPunto/status/1803994803115323582#m,['https://pbs.twimg.com/media/GQkTtfYWwAE000L.jpg'],,,inundación
@PortalElPunto,Portal El Punto,"Jun 21, 2024 · 3:32 AM UTC",en segundo da de lluvias policía de mtygob brinda apoyo a ciudadanos colosioriojas,0,0,0,0,https://twitter.com/PortalElPunto/status/1803994275064988151#m,['https://pbs.twimg.com/media/GQkTOzWXMAAeHFg.jpg'],,,lluvia
@PortalElPunto,Portal El Punto,"Jun 20, 2024 · 11:48 PM UTC",totalmente inundada es como esta en estos momentos la casasorteotec tras las lluvias en nuevoleon por el paso de tormentatropical alberto,1,1,0,0,https://twitter.com/PortalElPunto/status/1803937987429867891#m,,['https://video.twimg.com/ext_tw_video/1803937954202562560/pu/pl/gt69T_xmuGJER6Wr.m3u8?tag=12'],,inundación
@PortalElPunto,Portal El Punto,"Jun 20, 2024 · 10:54 PM UTC",totalmente inundada es como esta en estos momentos la casasorteotec tras las lluvias en nuevoleon por el paso de tormentatropical alberto,0,0,0,0,https://twitter.com/PortalElPunto/status/1803924433524207726#m,,['https://video.twimg.com/ext_tw_video/1803924362984099840/pu/pl/LpvD8DGqrYAUDxes.m3u8?tag=12'],,inundación
